1,51.9430798,7.6266621
2,52.02792,7.6229
3,51.92641,7.61637
4,51.9678828,7.6556725
5,51.9566044,7.6396068
6,51.9500765,7.5268793
7,51.9929986,7.6483726
10,51.9736541,7.5688666
11,51.9730106,7.6327568
13,51.9587484,7.637609
14,51.9576627,7.6375089
15,51.9592318,7.6423107
17,51.9101292,7.6893949
18,51.9273242,7.6052823
19,51.9563635,7.6255126
20,51.92894,7.62397
21,51.9370909,7.6426015
22,51.9344551,7.6598109
23,51.9315374,7.5593668
25,51.9006387,7.6401635
26,51.9722109,7.6355245
27,51.985572,7.6471045
28,51.9662665,7.6299194
30,51.9970787,7.6483922
31,51.9743063,7.612279
32,51.9601625,7.6270458
33,51.9418019,7.6237244
34,51.9017786,7.6383841
35,51.9633233,7.6473687
37,51.93869,7.61733
38,51.9806014,7.7321123
39,51.9268265,7.629569
40,51.921966,7.6320798
41,51.9273084,7.5881744
42,51.9472192,7.6237449
43,51.958355,7.6295864
44,51.9594,7.68147
47,51.95003,7.5573035
48,51.9645163,7.63874
49,51.9554782,7.6267842
50,51.9719547,7.6322338
51,51.9701548,7.6110624
52,51.9329276,7.6314766
53,51.928171,7.6679617
55,51.9319344,7.626773
56,51.961241,7.6352454
57,51.9438114,7.6280839
59,51.9644954,7.6487775
60,51.9551862,7.5415462
61,51.9266923,7.5835709
62,51.9064513,7.6341195
63,51.9135145,7.6329608
64,51.9057343,7.6589777
65,51.9221546,7.7266693
66,51.9423505,7.6255235
67,51.9267108,7.618456
68,51.8800096,7.6089206
69,51.9714644,7.6099862
70,51.9548941,7.6199447
71,51.96495,7.58288
73,51.9556909,7.6270372
74,51.9535793,7.6288601
75,51.9837461,7.6158804
76,51.953072,7.5615097
77,51.9698669,7.6564133
78,51.9663873,7.6523096
79,51.95388,7.6446199
80,51.94322,7.61174
81,51.9605011,7.6358187
82,51.9637138,7.6469775
83,51.9392832,7.6483293
84,51.94699,7.60848
85,51.9544744,7.6298016
86,51.945292,7.6218558
87,51.9330655,7.632146
89,51.9348753,7.6256801
90,51.9318133,7.626645
92,51.9338745,7.5784392
93,51.9497399,7.6363724
94,51.9354435,7.5988755
95,51.9806014,7.7321123
96,51.9604742,7.633017
97,51.9507117,7.6381202
98,51.9554782,7.6267842
100,51.97345,7.62988
101,51.9724542,7.6127089
102,51.9675706,7.5775097
103,51.9291673,7.59955
104,51.9579841,7.6394067
105,51.9480844,7.623849
106,51.9330655,7.632146
107,51.9763537,7.6123293
108,51.9304446,7.6065743
110,51.9573199,7.6403832
111,51.9450901,7.6225927
112,51.9567823,7.6627515
113,51.9576627,7.6375089
114,51.939772,7.6118768
115,51.9535975,7.6319046
116,51.9725273,7.6344951
117,51.96818,7.66193
118,51.9625659,7.7113438
119,51.9042723,7.6363515
120,51.9651414,7.6015252
121,52.0001035,7.5564754
122,51.94919,7.60878
123,51.9688652,7.6027954
124,51.9589267,7.6377025
125,51.9415092,7.6235304
126,51.9520017,7.625628
127,51.9668771,7.6556168
128,51.985127,7.6108625
129,51.9575919,7.5726127
